name,picIDs,categoryName,typeName,period
K1B005072,"K1B005072N000000000PAB,K1B005072N000000000PAE",瓷器,碗,明
K1B005093,"K1B005093N000000000PAB,K1B005093N000000000PAC",瓷器,瓶,NA
K1B005094,"K1B005094N000000000PAB,K1B005094N000000000PAC,K1B005094N000000000PAD",瓷器,NA,NA
K1B005098,K1B005098N000000000PAB,瓷器,瓶,NA
K1B005099,"K1B005099N000000000PAB,K1B005099N000000000PAC,K1B005099N000000000PAD",瓷器,尊,清
K1B005133,"K1B005133N000000000PAC,K1B005133N000000000PAD,K1B005133N000000000PAH",瓷器,托,宋
K1B005164,K1B005164N000000000PAB,瓷器,碗,宋
K1B005176,K1B005176N000000000PAB,瓷器,洗,宋
K1B005182,K1B005182N000000000PAB,瓷器,碗,NA
K1B005183,K1B005183N000000000PAB,瓷器,洗,宋
K1B005185,K1B005185N000000000PAB,瓷器,盤,宋
K1B005186,K1B005186N000000000PAB,瓷器,洗,宋
K1B005188,K1B005188N000000000PAB,瓷器,爐,清
K1B005192,"K1B005192N000000000PAB,K1B005192N000000000PAC,K1B005192N000000000PAG",瓷器,杯,明
K1B005205,"K1B005205N000000000PAB,K1B005205N000000000PAE,K1B005205N000000000PAF",瓷器,杯,明
K1B005253,K1B005253N000000000PAB,瓷器,杯,明
K1B005395,"K1B005395N000000000PAB,K1B005395N000000000PAC",瓷器,壺,明
K1B005509,"K1B005509N000000000PAB,K1B005509N000000000PAE",瓷器,碗,明
K1B005554,"K1B005554N000000000PAB,K1B005554N000000000PAD",瓷器,碗,明
K1B005584,"K1B005584N000000000PAB,K1B005584N000000000PAE",瓷器,碗,明
K1B005586,"K1B005586N000000000PAB,K1B005586N000000000PAD",瓷器,碗,明
K1B005589,"K1B005589N000000000PAB,K1B005589N000000000PAE",瓷器,碗,明
K1B005593,K1B005593N000000000PAB,瓷器,碗,明
K1B005855,"K1B005855N000000000PAB,K1B005855N000000000PAD",瓷器,盤,清
K1B005880,"K1B005880N000000000PAB,K1B005880N000000000PAE",瓷器,盤,明
K1B005881,K1B005881N000000000PAB,瓷器,盤,明
K1B005916,"K1B005916N000000000PAB,K1B005916N000000000PAC",瓷器,盒,清
K1B005954,"K1B005954N000000000PAB,K1B005954N000000000PAG,K1B005954N000000000PAH",瓷器,鍾,明
K1B005957,K1B005957N000000000PAB,瓷器,NA,明
K1B006002,"K1B006002N000000000PAB,K1B006002N000000000PAD",瓷器,碗,明
K1B006010,"K1B006010N000000000PAB,K1B006010N000000000PAD,K1B006010N000000000PAE",瓷器,鍾,明
K1B006011,"K1B006011N000000000PAB,K1B006011N000000000PAE,K1B006011N000000000PAF",瓷器,碗,明
K1B006012,"K1B006012N000000000PAB,K1B006012N000000000PAE,K1B006012N000000000PAF",瓷器,碗,明
K1B006027,"K1B006027N000000000PAB,K1B006027N000000000PAH,K1B006027N000000000PAJ",瓷器,碗,明
K1B006066,"K1B006066N000000000PAB,K1B006066N000000000PAC",瓷器,壺,明
K1B006073,K1B006073N000000000PAB,瓷器,盆,NA
K1B006076,"K1B006076N000000000PAB,K1B006076N000000000PAC,K1B006076N000000000PAG",瓷器,罐,明
K1B006081,"K1B006081N000000000PAB,K1B006081N000000000PAF,K1B006081N000000000PAG",瓷器,NA,明
K1B006086,"K1B006086N000000000PAB,K1B006086N000000000PAC,K1B006086N000000000PAG",瓷器,瓶,NA
K1B006089,"K1B006089N000000000PAB,K1B006089N000000000PAD",瓷器,瓶,明
K1B006090,"K1B006090N000000000PAB,K1B006090N000000000PAD",瓷器,罐,明
K1B006091,"K1B006091N000000000PAB,K1B006091N000000000PAG,K1B006091N000000000PAH",瓷器,瓶,清
K1B006103,"K1B006103N000000000PAB,K1B006103N000000000PAC,K1B006103N000000000PAD",瓷器,壺,明
K1B006106,"K1B006106N000000000PAB,K1B006106N000000000PAC",瓷器,盤,明
K1B006109,"K1B006109N000000000PAB,K1B006109N000000000PAF",瓷器,盤,明
K1B006128,"K1B006128N000000000PAB,K1B006128N000000000PAG",瓷器,盆,清
K1B006129,"K1B006129N000000000PAB,K1B006129N000000000PAE",瓷器,盆,清
K1B006165,"K1B006165N000000000PAB,K1B006165N000000000PAE",瓷器,碗,明
K1B006166,K1B006166N000000000PAB,瓷器,碗,明
K1B006219,"K1B006219N000000000PAB,K1B006219N000000000PAD",瓷器,碗,明
K1B006222,K1B006222N000000000PAB,瓷器,碗,明
K1B006399,"K1B006399N000000000PAB,K1B006399N000000000PAC,K1B006399N000000000PAD",瓷器,瓶,清
K1B006400,K1B006400N000000000PAB,瓷器,瓶,清
K1B006543,"K1B006543N000000000PAB,K1B006543N000000000PAC,K1B006543N000000000PAD",瓷器,盤,NA
K1B006545,"K1B006545N000000000PAB,K1B006545N000000000PAC,K1B006545N000000000PAD",瓷器,壺,清
K1B006630,"K1B006630N000000000PAB,K1B006630N000000000PAG",瓷器,盤,明
K1B006716,K1B006716N000000000PAB,瓷器,盆,清
K1B006722,"K1B006722N000000000PAB,K1B006722N000000000PAE,K1B006722N000000000PAF",瓷器,碗,明
K1B006758,K1B006758N000000000PAB,瓷器,碗,明
K1B006762,"K1B006762N000000000PAB,K1B006762N000000000PAG,K1B006762N000000000PAI",瓷器,壺,明
K1B006957,K1B006957N000000000PAB,瓷器,NA,清
K1B007231,"K1B007231N000000000PAB,K1B007231N000000000PAC,K1B007231N000000000PAE",瓷器,盤,明
K1B007372,"K1B007372N000000000PAC,K1B007372N000000000PAF,K1B007372N000000000PAG",瓷器,尊,清
K1B007373,"K1B007373N000000000PAB,K1B007373N000000000PAE,K1B007373N000000000PAG",瓷器,瓶,清
K1B007802,"K1B007802N000000000PAB,K1B007802N000000000PAF,K1B007802N000000000PAG",瓷器,罐,NA
K1B008068,K1B008068N000000000PAB,瓷器,盆,NA
K1B008262,"K1B008262N000000000PAB,K1B008262N000000000PAC,K1B008262N000000000PAE",瓷器,碗,宋
K1B008284,K1B008284N000000000PAB,瓷器,碟,宋
K1B008322,"K1B008322N000000000PAB,K1B008322N000000000PAC,K1B008322N000000000PAH",瓷器,碗,清
K1B008331,K1B008331N000000000PAC,瓷器,碗,明
K1B008433,K1B008433N000000000PAB,瓷器,瓶,NA
K1B008458,"K1B008458N000000000PAB,K1B008458N000000000PAF",瓷器,罐,明
K1B008465,K1B008465N000000000PAB,瓷器,碗,明
K1B008485,"K1B008485N000000000PAC,K1B008485N000000000PAD,K1B008485N000000000PAE",瓷器,NA,明
K1B008530,K1B008530N000000000PAB,瓷器,碟,NA
K1B008612,K1B008612N000000000PAB,瓷器,碟,元
K1B008618,K1B008618N000000000PAB,瓷器,碟,元
K1B008624,"K1B008624N000000000PAB,K1B008624N000000000PAD,K1B008624N000000000PAE",瓷器,盞,宋
K1B008629,K1B008629N000000000PAB,瓷器,碟,元
K1B008657,"K1B008657N000000000PAB,K1B008657N000000000PAD,K1B008657N000000000PAE",瓷器,盤,清
K1B008658,"K1B008658N000000000PAB,K1B008658N000000000PAD,K1B008658N000000000PAE",瓷器,盤,清
K1B008659,"K1B008659N000000000PAB,K1B008659N000000000PAD,K1B008659N000000000PAF",瓷器,盤,清
K1B008660,"K1B008660N000000000PAB,K1B008660N000000000PAD,K1B008660N000000000PAE",瓷器,盤,清
K1B008665,K1B008665N000000000PAB,瓷器,碟,NA
K1B008667,K1B008667N000000000PAB,瓷器,洗,NA
K1B008668,K1B008668N000000000PAB,瓷器,盤,元
K1B008671,K1B008671N000000000PAB,瓷器,盤,宋
K1B008672,K1B008672N000000000PAB,瓷器,盤,元
K1B008673,K1B008673N000000000PAB,瓷器,洗,NA
K1B008675,K1B008675N000000000PAB,瓷器,盤,元
K1B008676,K1B008676N000000000PAB,瓷器,盆,NA
K1B008711,K1B008711N000000000PAB,瓷器,碗,NA
K1B008713,K1B008713N000000000PAB,瓷器,盤,宋
K1B008714,K1B008714N000000000PAB,瓷器,盤,宋
K1B008715,K1B008715N000000000PAB,瓷器,碗,宋
K1B008716,K1B008716N000000000PAB,瓷器,碗,宋
K1B008722,K1B008722N000000000PAB,瓷器,碟,元
K1B008726,"K1B008726N000000000PAB,K1B008726N000000000PAD,K1B008726N000000000PAE",瓷器,盞,宋
K1B008766,K1B008766N000000000PAB,瓷器,碗,清
K1B008769,K1B008769N000000000PAB,瓷器,鍾,清
K1B008791,"K1B008791N000000000PAB,K1B008791N000000000PAC,K1B008791N000000000PAG",瓷器,瓶,清
K1B008808,"K1B008808N000000000PAB,K1B008808N000000000PAC,K1B008808N000000000PAD",瓷器,盤,清
K1B008821,K1B008821N000000000PAB,瓷器,碗,宋
K1B008822,K1B008822N000000000PAB,瓷器,碗,宋
K1B008823,K1B008823N000000000PAB,瓷器,盤,NA
K1B008844,K1B008844N000000000PAB,瓷器,壺,明
K1B008846,"K1B008846N000000000PAB,K1B008846N000000000PAD",瓷器,壺,明
K1B008888,"K1B008888N000000000PAB,K1B008888N000000000PAG,K1B008888N000000000PAJ",瓷器,NA,NA
K1B008896,K1B008896N000000000PAB,瓷器,NA,NA
K1B009170,"K1B009170N000000000PAB,K1B009170N000000000PAH,K1B009170N000000000PAI",瓷器,鍾,明
K1B009178,"K1B009178N000000000PAB,K1B009178N000000000PAF,K1B009178N000000000PAG",瓷器,杯,明
K1B009240,K1B009240N000000000PAB,瓷器,NA,NA
K1B009242,"K1B009242N000000000PAB,K1B009242N000000000PDA",瓷器,杯,明
K1B009263,"K1B009263N000000000PAD,K1B009263N000000000PAE",瓷器,壺,明
K1B009264,"K1B009264N000000000PAB,K1B009264N000000000PAC",瓷器,壺,明
K1B009287,"K1B009287N000000000PAB,K1B009287N000000000PAC,K1B009287N000000000PAE",瓷器,鍾,明
K1B009303,"K1B009303N000000000PAB,K1B009303N000000000PAC,K1B009303N000000000PAD",瓷器,瓶,明
K1B009304,"K1B009304N000000000PAC,K1B009304N000000000PAG",瓷器,碟,NA
K1B009305,"K1B009305N000000000PAB,K1B009305N000000000PAF",瓷器,洗,NA
K1B009306,"K1B009306N000000000PAB,K1B009306N000000000PAF",瓷器,碟,NA
K1B009307,"K1B009307N000000000PAB,K1B009307N000000000PAC,K1B009307N000000000PAF",瓷器,洗,NA
K1B009308,"K1B009308N000000000PAB,K1B009308N000000000PAF",瓷器,盤,NA
K1B009309,"K1B009309N000000000PAB,K1B009309N000000000PAG",瓷器,洗,NA
K1B009310,"K1B009310N000000000PAB,K1B009310N000000000PAE",瓷器,盤,NA
K1B009380,K1B009380N000000000PAB,瓷器,盆,NA
K1B009384,"K1B009384N000000000PAB,K1B009384N000000000PAC,K1B009384N000000000PAF",瓷器,筒,NA
K1B009386,"K1B009386N000000000PAB,K1B009386N000000000PAC,K1B009386N000000000PAD",瓷器,瓶,清
K1B009388,"K1B009388N000000000PAB,K1B009388N000000000PAC",瓷器,瓶,清
K1B009391,"K1B009391N000000000PAB,K1B009391N000000000PAC,K1B009391N000000000PAD",瓷器,瓶,清
K1B009392,"K1B009392N000000000PAB,K1B009392N000000000PAC,K1B009392N000000000PAD",瓷器,壺,清
K1B009393,"K1B009393N000000000PAB,K1B009393N000000000PAC,K1B009393N000000000PAD",瓷器,瓶,清
K1B009394,"K1B009394N000000000PAB,K1B009394N000000000PAC,K1B009394N000000000PAD",瓷器,瓶,清
K1B009396,"K1B009396N000000000PAB,K1B009396N000000000PAC,K1B009396N000000000PAD",瓷器,瓶,清
K1B009397,"K1B009397N000000000PAB,K1B009397N000000000PAC,K1B009397N000000000PAD",瓷器,瓶,清
K1B009398,"K1B009398N000000000PAB,K1B009398N000000000PAC,K1B009398N000000000PAD",瓷器,瓶,清
K1B009399,"K1B009399N000000000PAB,K1B009399N000000000PAC,K1B009399N000000000PAD",瓷器,瓶,清
K1B009400,"K1B009400N000000000PAB,K1B009400N000000000PAC,K1B009400N000000000PAD",瓷器,NA,清
K1B009418,"K1B009418N000000000PAB,K1B009418N000000000PAC,K1B009418N000000000PAD",瓷器,NA,清
K1B009423,"K1B009423N000000000PAB,K1B009423N000000000PAD,K1B009423N000000000PAE",瓷器,壺,清
K1B009424,"K1B009424N000000000PAB,K1B009424N000000000PAD,K1B009424N000000000PAF",瓷器,壺,清
K1B009429,K1B009429N000000000PAB,瓷器,瓶,元
K1B009827,K1B009827N000000000PAB,瓷器,碟,宋
K1B009837,"K1B009837N000000000PAB,K1B009837N000000000PAC,K1B009837N000000000PAD",瓷器,盞,NA
K1B009925,"K1B009925N000000000PAB,K1B009925N000000000PAJ",瓷器,壺,清
K1B009984,"K1B009984N000000000PAB,K1B009984N000000000PAC,K1B009984N000000000PAD",瓷器,盤,明
K1B010003,"K1B010003N000000000PAB,K1B010003N000000000PAC,K1B010003N000000000PAD",瓷器,杯,NA
K1B010004,"K1B010004N000000000PAB,K1B010004N000000000PAH,K1B010004N000000000PAI",瓷器,杯,NA
K1B010014,K1B010014N000000000PAB,瓷器,盤,明
K1B010083,K1B010083N000000000PAB,瓷器,碗,宋
K1B010100,"K1B010100N000000000PAB,K1B010100N000000000PAC",瓷器,盤,NA
K1B010108,K1B010108N000000000PAE,瓷器,盤,明
K1B010171,"K1B010171N000000000PAB,K1B010171N000000000PAG",瓷器,碗,明
K1B010172,"K1B010172N000000000PAB,K1B010172N000000000PAF",瓷器,碗,明
K1B010299,"K1B010299N000000000PAB,K1B010299N000000000PAC,K1B010299N000000000PAD",瓷器,碗,NA
K1B010342,K1B010342N000000000PAC,瓷器,罐,明
K1B010347,K1B010347N000000000PAB,瓷器,盤,宋
K1B010583,K1B010583N000000000PAB,瓷器,罐,清
K1B010636,K1B010636N000000000PAB,瓷器,盆,NA
K1B010758,"K1B010758N000000000PAC,K1B010758N000000000PAG",瓷器,碗,明
K1B010760,K1B010760N000000000PAB,瓷器,碗,明
K1B010939,"K1B010939N000000000PAB,K1B010939N000000000PAC,K1B010939N000000000PAF",瓷器,罐,明
K1B010941,"K1B010941N000000000PAB,K1B010941N000000000PAH,K1B010941N000000000PAI",瓷器,罐,明
K1B010958,K1B010958N000000000PAB,瓷器,瓶,清
K1B011013,"K1B011013N000000000PAB,K1B011013N000000000PAE",瓷器,碗,明
K1B011039,"K1B011039N000000000PAC,K1B011039N000000000PAE,K1B011039N000000000PAF",瓷器,筒,清
K1B011074,K1B011074N000000000PAE,瓷器,盤,清
K1B011197,"K1B011197N000000000PAB,K1B011197N000000000PAC,K1B011197N000000000PAF",瓷器,碗,NA
K1B011262,K1B011262N000000000PAB,瓷器,托,清
K1B011263,K1B011263N000000000PAB,瓷器,托,清
K1B011334,"K1B011334N000000000PAB,K1B011334N000000000PAC",瓷器,罐,明
K1B011422,K1B011422N000000000PAC,瓷器,瓶,明
K1B011423,"K1B011423N000000000PAB,K1B011423N000000000PAC",瓷器,瓶,明
K1B011424,"K1B011424N000000000PAB,K1B011424N000000000PAE",瓷器,瓶,明
K1B011438,K1B011438N000000000PAB,瓷器,NA,宋
K1B011441,"K1B011441N000000000PAB,K1B011441N000000000PAC,K1B011441N000000000PAD",瓷器,NA,唐
K1B011643,K1B011643N000000000PAB,瓷器,壺,明
K1B011729,"K1B011729N000000000PAB,K1B011729N000000000PAE",瓷器,碗,明
K1B011824,"K1B011824N000000000PAB,K1B011824N000000000PAD,K1B011824N000000000PAE",瓷器,鍾,明
K1B011825,"K1B011825N000000000PAB,K1B011825N000000000PAD",瓷器,杯,明
K1B011882,"K1B011882N000000000PAB,K1B011882N000000000PAE,K1B011882N000000000PAF",瓷器,碗,清
K1B011964,"K1B011964N000000000PAB,K1B011964N000000000PAC,K1B011964N000000000PAE",瓷器,碗,清
K1B012024,"K1B012024N000000000PAB,K1B012024N000000000PAC,K1B012024N000000000PAE",瓷器,NA,NA
K1B012030,"K1B012030N000000000PAB,K1B012030N000000000PAC,K1B012030N000000000PAD",瓷器,尊,明
K1B012098,"K1B012098N000000000PAB,K1B012098N000000000PAD,K1B012098N000000000PAF",瓷器,碗,NA
K1B012233,K1B012233N000000000PAB,瓷器,盤,明
K1B012269,"K1B012269N000000000PAB,K1B012269N000000000PAE",瓷器,NA,清
K1B012270,K1B012270N000000000PAB,瓷器,NA,清
K1B012271,K1B012271N000000000PAB,瓷器,NA,清
K1B012272,K1B012272N000000000PAB,瓷器,NA,清
K1B012321,K1B012321N000000000PAB,瓷器,爐,元
K1B012352,K1B012352N000000000PAB,瓷器,盆,清
K1B012395,"K1B012395N000000000PAC,K1B012395N000000000PAH",瓷器,碗,明
K1B012434,K1B012434N000000000PAB,瓷器,碗,NA
K1B012444,K1B012444N000000000PAB,瓷器,碗,明
K1B012454,"K1B012454N000000000PAB,K1B012454N000000000PAE",瓷器,壺,明
K1B012455,"K1B012455N000000000PAB,K1B012455N000000000PAC,K1B012455N000000000PAF",瓷器,瓶,唐
K1B012472,K1B012472N000000000PAB,瓷器,洗,NA
K1B012497,K1B012497N000000000PAB,瓷器,碗,明
K1B012502,"K1B012502N000000000PAB,K1B012502N000000000PAF,K1B012502N000000000PAG",瓷器,盤,清
K1B012503,K1B012503N000000000PAB,瓷器,盤,清
K1B012546,K1B012546N000000000PAC,瓷器,瓶,明
K1B012547,"K1B012547N000000000PAB,K1B012547N000000000PAF",瓷器,瓶,明
K1B012548,K1B012548N000000000PAC,瓷器,壺,明
K1B012549,K1B012549N000000000PAB,瓷器,壺,明
K1B012638,K1B012638N000000000PAB,瓷器,盒,明
K1B012729,"K1B012729N000000000PAB,K1B012729N000000000PAC,K1B012729N000000000PAD",瓷器,瓶,清
K1B012731,"K1B012731N000000000PAB,K1B012731N000000000PAC,K1B012731N000000000PAD",瓷器,瓶,清
K1B012732,K1B012732N000000000PAB,瓷器,尊,清
K1B012733,"K1B012733N000000000PAB,K1B012733N000000000PAC,K1B012733N000000000PAD",瓷器,尊,清
K1B012734,"K1B012734N000000000PAB,K1B012734N000000000PAC,K1B012734N000000000PAD",瓷器,瓶,清
K1B012735,"K1B012735N000000000PAB,K1B012735N000000000PAC,K1B012735N000000000PAD",瓷器,瓶,清
K1B012736,K1B012736N000000000PAB,瓷器,瓶,清
K1B012737,"K1B012737N000000000PAB,K1B012737N000000000PAC,K1B012737N000000000PAD",瓷器,瓶,清
K1B012738,"K1B012738N000000000PAB,K1B012738N000000000PAC,K1B012738N000000000PAD",瓷器,碗,清
K1B012739,"K1B012739N000000000PAB,K1B012739N000000000PAC,K1B012739N000000000PAD",瓷器,盆,清
K1B012740,K1B012740N000000000PAB,瓷器,盆,清
K1B012741,K1B012741N000000000PAB,瓷器,盆,清
K1B012742,"K1B012742N000000000PAB,K1B012742N000000000PAC,K1B012742N000000000PAD",瓷器,托,清
K1B012744,K1B012744N000000000PAB,瓷器,瓶,NA
K1B012745,"K1B012745N000000000PAB,K1B012745N000000000PAC,K1B012745N000000000PAD",瓷器,NA,清
K1B012746,"K1B012746N000000000PAB,K1B012746N000000000PAC,K1B012746N000000000PAD",瓷器,瓶,清
K1B012747,K1B012747N000000000PAB,瓷器,瓶,清
K1B012757,"K1B012757N000000000PAB,K1B012757N000000000PAC,K1B012757N000000000PAD",瓷器,瓶,清
K1B012758,"K1B012758N000000000PAB,K1B012758N000000000PAC,K1B012758N000000000PAD",瓷器,瓶,清
K1B012759,"K1B012759N000000000PAB,K1B012759N000000000PAC,K1B012759N000000000PAD",瓷器,瓶,清
K1B012761,K1B012761N000000000PAB,瓷器,盆,清
K1B012840,"K1B012840N000000000PAB,K1B012840N000000000PAD",瓷器,瓶,明
K1B013049,"K1B013049N000000000PAB,K1B013049N000000000PAC,K1B013049N000000000PAE",瓷器,盞,宋
K1B013057,"K1B013057N000000000PAB,K1B013057N000000000PAD,K1B013057N000000000PAE",瓷器,盤,明
K1B013278,K1B013278N000000000PAB,瓷器,尊,清
K1B013292,K1B013292N000000000PAB,瓷器,NA,明
K1B013296,"K1B013296N000000000PAB,K1B013296N000000000PAE,K1B013296N000000000PAF",瓷器,碗,明
K1B013396,"K1B013396N000000000PAB,K1B013396N000000000PAD",瓷器,碗,明
K1B013471,"K1B013471N000000000PAB,K1B013471N000000000PAC,K1B013471N000000000PAE",瓷器,瓶,宋
K1B013477,K1B013477N000000000PAB,瓷器,壺,宋
K1B013488,"K1B013488N000000000PAB,K1B013488N000000000PAC,K1B013488N000000000PAD",瓷器,壺,清
K1B013580,K1B013580N000000000PAB,瓷器,洗,NA
K1B013593,K1B013593N000000000PAB,瓷器,碗,明
K1B013599,K1B013599N000000000PAB,瓷器,碗,明
K1B013673,"K1B013673N000000000PAB,K1B013673N000000000PAD",瓷器,瓶,明
K1B013679,"K1B013679N000000000PAC,K1B013679N000000000PAD",瓷器,碗,明
K1B013707,"K1B013707N000000000PAB,K1B013707N000000000PAE,K1B013707N000000000PAF",瓷器,鍾,明
K1B013762,"K1B013762N000000000PAD,K1B013762N000000000PAF",瓷器,杯,明
K1B013866,K1B013866N000000000PAB,瓷器,碗,明
K1B013901,"K1B013901N000000000PAB,K1B013901N000000000PAC,K1B013901N000000000PAE",瓷器,盤,明
K1B013950,"K1B013950N000000000PAB,K1B013950N000000000PAC,K1B013950N000000000PAD",瓷器,盞,宋
K1B013952,K1B013952N000000000PAB,瓷器,爐,元
K1B013960,K1B013960N000000000PAB,瓷器,杯,NA
K1B013963,K1B013963N000000000PAB,瓷器,洗,宋
K1B013964,K1B013964N000000000PAB,瓷器,洗,宋
K1B013967,K1B013967N000000000PAB,瓷器,洗,NA
K1B013969,K1B013969N000000000PAB,瓷器,洗,NA
K1B013970,K1B013970N000000000PAB,瓷器,碗,宋
K1B013974,"K1B013974N000000000PAB,K1B013974N000000000PAC,K1B013974N000000000PAD",瓷器,盞,宋
K1B013977,K1B013977N000000000PAB,瓷器,盆,宋
K1B013981,K1B013981N000000000PAB,瓷器,壺,元
K1B013988,"K1B013988N000000000PAB,K1B013988N000000000PAC,K1B013988N000000000PAD",瓷器,盤,清
K1B013989,"K1B013989N000000000PAB,K1B013989N000000000PAD,K1B013989N000000000PAG",瓷器,盤,清
K1B013997,"K1B013997N000000000PAB,K1B013997N000000000PAC,K1B013997N000000000PAD",瓷器,瓶,清
K1B013998,"K1B013998N000000000PAB,K1B013998N000000000PAC,K1B013998N000000000PAD",瓷器,瓶,清
K1B014018,K1B014018N000000000PAB,瓷器,盒,宋
K1B014021,K1B014021N000000000PAB,瓷器,尊,宋
K1B014022,K1B014022N000000000PAB,瓷器,壺,宋
K1B014024,"K1B014024N000000000PAB,K1B014024N000000000PAC,K1B014024N000000000PAH",瓷器,盆,宋
K1B014026,K1B014026N000000000PAB,瓷器,碗,元
K1B014046,"K1B014046N000000000PAC,K1B014046N000000000PAE,K1B014046N000000000PAG",瓷器,NA,清
K1B014093,K1B014093N000000000PAB,瓷器,NA,宋
K1B014107,"K1B014107N000000000PAB,K1B014107N000000000PDB",瓷器,瓶,NA
K1B014108,K1B014108N000000000PAB,瓷器,瓶,宋
K1B014111,"K1B014111N000000000PAB,K1B014111N000000000PAC,K1B014111N000000000PAD",瓷器,洗,宋
K1B014112,K1B014112N000000000PAB,瓷器,盤,宋
K1B014115,K1B014115N000000000PAB,瓷器,碗,宋
K1B014116,K1B014116N000000000PAB,瓷器,洗,宋
K1B014117,K1B014117N000000000PAB,瓷器,碗,宋
K1B014119,K1B014119N000000000PAB,瓷器,壺,NA
K1B014123,K1B014123N000000000PAB,瓷器,瓶,宋
K1B014126,K1B014126N000000000PAB,瓷器,瓶,清
K1B014137,"K1B014137N000000000PAC,K1B014137N000000000PAE,K1B014137N000000000PAG",瓷器,碗,清
K1B014138,K1B014138N000000000PAB,瓷器,碗,清
K1B014152,K1B014152N000000000PAB,瓷器,碗,清
K1B014190,"K1B014190N000000000PAB,K1B014190N000000000PAC,K1B014190N000000000PAE",瓷器,鍾,清
K1B014204,"K1B014204N000000000PAB,K1B014204N000000000PAC",瓷器,NA,NA
K1B014214,"K1B014214N000000000PAB,K1B014214N000000000PAH",瓷器,罐,明
K1B014354,"K1B014354N000000000PAB,K1B014354N000000000PAD",瓷器,壺,宋
K1B014387,K1B014387N000000000PAB,瓷器,罐,明
K1B014405,"K1B014405N000000000PAB,K1B014405N000000000PAH",瓷器,碗,明
K1B014480,K1B014480N000000000PAB,瓷器,碟,NA
K1B014509,"K1B014509N000000000PAB,K1B014509N000000000PAC",瓷器,碗,明
K1B014582,K1B014582N000000000PAB,瓷器,碗,明
K1B014597,K1B014597N000000000PAB,瓷器,盤,元
K1B014601,K1B014601N000000000PAB,瓷器,盤,元
K1B014603,K1B014603N000000000PAB,瓷器,洗,NA
K1B014778,K1B014778N000000000PAB,瓷器,壺,清
K1B014790,"K1B014790N000000000PAB,K1B014790N000000000PAD,K1B014790N000000000PAE",瓷器,盒,宋
K1B014831,"K1B014831N000000000PAB,K1B014831N000000000PAC,K1B014831N000000000PAD",瓷器,鍾,清
K1B014832,"K1B014832N000000000PAB,K1B014832N000000000PAC,K1B014832N000000000PAD",瓷器,鍾,清
K1B014834,"K1B014834N000000000PAB,K1B014834N000000000PAC,K1B014834N000000000PAD",瓷器,碗,明
K1B014835,"K1B014835N000000000PAB,K1B014835N000000000PAC,K1B014835N000000000PAD",瓷器,碗,明
K1B014847,"K1B014847N000000000PAB,K1B014847N000000000PAC,K1B014847N000000000PAD",瓷器,碗,清
K1B014848,"K1B014848N000000000PAB,K1B014848N000000000PAC,K1B014848N000000000PAD",瓷器,碗,清
K1B014849,"K1B014849N000000000PAB,K1B014849N000000000PAC,K1B014849N000000000PAD",瓷器,杯,元
K1B014851,"K1B014851N000000000PAB,K1B014851N000000000PAC,K1B014851N000000000PAD",瓷器,杯,元
K1B014852,"K1B014852N000000000PAB,K1B014852N000000000PAC,K1B014852N000000000PAD",瓷器,杯,元
K1B014856,"K1B014856N000000000PAB,K1B014856N000000000PAC,K1B014856N000000000PAD",瓷器,杯,NA
K1B014973,"K1B014973N000000000PAB,K1B014973N000000000PAC,K1B014973N000000000PAE",瓷器,罐,明
K1B014975,"K1B014975N000000000PAB,K1B014975N000000000PAC",瓷器,瓶,明
K1B014979,"K1B014979N000000000PAB,K1B014979N000000000PAC,K1B014979N000000000PAD",瓷器,洗,NA
K1B015041,"K1B015041N000000000PAB,K1B015041N000000000PAC,K1B015041N000000000PAE",瓷器,盞,NA
K1B015140,K1B015140N000000000PAB,瓷器,杯,明
K1B015141,"K1B015141N000000000PAB,K1B015141N000000000PAF,K1B015141N000000000PAG",瓷器,杯,明
K1B015352,"K1B015352N000000000PAB,K1B015352N000000000PAF,K1B015352N000000000PAL",瓷器,壺,清
K1B015358,"K1B015358N000000000PAB,K1B015358N000000000PAE,K1B015358N000000000PAI",瓷器,碗,明
K1B015444,"K1B015444N000000000PAB,K1B015444N000000000PAC,K1B015444N000000000PAE",瓷器,盤,明
K1B015447,"K1B015447N000000000PAB,K1B015447N000000000PAE,K1B015447N000000000PAF",瓷器,盤,明
K1B015448,"K1B015448N000000000PAB,K1B015448N000000000PAD,K1B015448N000000000PAE",瓷器,碗,明
K1B015449,"K1B015449N000000000PAB,K1B015449N000000000PAE,K1B015449N000000000PAF",瓷器,碗,NA
K1B015450,"K1B015450N000000000PAB,K1B015450N000000000PAC,K1B015450N000000000PAH",瓷器,碗,NA
K1B015464,"K1B015464N000000000PAB,K1B015464N000000000PAC",瓷器,碗,NA
K1B015465,"K1B015465N000000000PAB,K1B015465N000000000PAH,K1B015465N000000000PAI",瓷器,碗,NA
K1B015466,"K1B015466N000000000PAB,K1B015466N000000000PAC,K1B015466N000000000PAD",瓷器,碗,NA
K1B015467,"K1B015467N000000000PAB,K1B015467N000000000PAC,K1B015467N000000000PAD",瓷器,碗,NA
K1B015472,"K1B015472N000000000PAB,K1B015472N000000000PAC,K1B015472N000000000PAD",瓷器,碗,NA
K1B015474,"K1B015474N000000000PAB,K1B015474N000000000PAC,K1B015474N000000000PAD",瓷器,碗,NA
